"Ordernumber"	"Orderdate"	"ItemSKU"	"ItemOrdered"	"ItemPrice"	"CustomerGroupId"	"CustomerGroup"	"ShippingMethod"	"ShippingCost"	"PaymentMethod"	"CustomerID"	"CustomerPrefix"	"ItemName"	"OrderStatus"	"GranTotal"	"orders_order_discount_amount"	"orders_order_discount_canceled"	"orders_order_discount_invoiced"	"orders_order_discount_refunded"	"items_item_discount_amount"	"City"	"RegionCode"	"PostCode"	"Country"	"StoreID"
"10000041992"	"2020-09-01"	"9788415849339"	"2.0000"	"65.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Oraciones para meditar – eBook Sadhana (ePub)"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278102807"	"2.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Amitayus 2 – tarjeta A6"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278102357"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Buda de la Medicina 2 – tarjeta A6"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278102388"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Siete Budas de la Medicina – tarjeta A6"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278102654"	"2.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Tara Verde 3 – tarjeta A6 "	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"718122137916"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Tara Verde y Gurus del linaje – tarjeta A6"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5065000453633"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Vajrayoguini 3 (dorado) 1 – tarjeta A6"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278108786"	"1.0000"	"100.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"El cielo de Keajra – Librillo"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"5055278102715"	"1.0000"	"140.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"El yoga de Buda Amitayus – Librillo"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"9781616060336"	"1.0000"	"190.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"La vida de buda - DVD (NTSC standard)"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041992"	"2020-09-01"	"9788415849193"	"1.0000"	"180.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Cómo solucionar nuestros problemas humanos - En rústica"	"pending"	"1420.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278101084"	"2.0000"	"120.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Liberación del dolor – Sadhana (impresa)"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278102807"	"2.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Amitayus 2 – tarjeta A6"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278102357"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Buda de la Medicina 2 – tarjeta A6"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278102388"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Siete Budas de la Medicina – tarjeta A6"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278102654"	"2.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Tara Verde 3 – tarjeta A6 "	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"718122137916"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Tara Verde y Gurus del linaje – tarjeta A6"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5065000453633"	"1.0000"	"25.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Vajrayoguini 3 (dorado) 1 – tarjeta A6"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278108786"	"1.0000"	"100.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"El cielo de Keajra – Librillo"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278102715"	"1.0000"	"140.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"El yoga de Buda Amitayus – Librillo"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"9781616060336"	"1.0000"	"190.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"La vida de buda - DVD (NTSC standard)"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"9788415849193"	"1.0000"	"180.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Cómo solucionar nuestros problemas humanos - En rústica"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"10000041993"	"2020-09-01"	"5055278101435"	"2.0000"	"120.0000"	"25"	"MX - General"	"flatrate_flatrate"	"240.0000"	"adminpaymentmethod"	"74951"	""	"Oraciones para meditar – Sadhana (impresa)"	"pending"	"1530.0000"	"0.0000"	""	""	""	"0.0000"	"Zapopan"	""	"45053"	"MX"	"10"
"20000043553"	"2020-09-01"	"9788584870301"	"1.0000"	"0.0000"	"42"	"BR - Geral"	""	"0.0000"	"free"	"50345"	""	"Budismo Moderno - E-book (Epub)"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"20"
"20000043553"	"2020-09-01"	"9788584870561"	"1.0000"	"0.0000"	"42"	"BR - Geral"	""	"0.0000"	"free"	"50345"	""	"Como Transformar a sua Vida - E-book (Epub)"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"20"
"10000041994"	"2020-09-01"	"5055278101404"	"1.0000"	"140.0000"	"25"	"MX - General"	"owsh1_method1"	"100.0000"	"paypal_express"	"41598"	""	"Oraciones sinceras – Sadhana"	"processing"	"390.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Distrito Federal"	""	"05120"	"MX"	"10"
"10000041994"	"2020-09-01"	"5055278105372"	"1.0000"	"150.0000"	"25"	"MX - General"	"owsh1_method1"	"100.0000"	"paypal_express"	"41598"	""	"El camino rápido al gran gozo – Sadhana"	"processing"	"390.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Distrito Federal"	""	"05120"	"MX"	"10"
"4000051625"	"2020-09-01"	"5055278108830"	"3.0000"	"1.0000"	"1"	"UK - General"	"owsh1_car_s_row"	"6.5000"	"stripe_payments"	"72547"	""	"Medicine Buddha 2 - MINICARD"	"complete"	"9.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Sunshine Beach"	""	"4567"	"AU"	"4"
"5000048054"	"2020-09-01"	"9781910368329"	"1.0000"	"9.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"1990"	""	"Universal Compassion - EPUB EBOOK DOWNLOAD"	"complete"	"9.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048055"	"2020-09-01"	"5055278103262"	"1.0000"	"9.9900"	"12"	"US - General"	""	"0.0000"	"authorizenet_acceptjs"	"70676"	""	"The Yoga of Buddha Amitayus - MP3 Download"	"complete"	"9.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"14000042192"	"2020-09-01"	"9780948006630"	"1.0000"	"25.9500"	"0"	""	"tablerate_bestway"	"8.5000"	"paypal_express"	""	""	"Living Meaningfully, Dying Joyfully - Paperback"	"complete"	"36.4500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Wantirna South"	""	"3152"	"AU"	"14"
"14000042192"	"2020-09-01"	"5055278100360"	"1.0000"	"2.0000"	"0"	""	"tablerate_bestway"	"8.5000"	"paypal_express"	""	""	"Plastic book cover - 200mm"	"complete"	"36.4500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Wantirna South"	""	"3152"	"AU"	"14"
"5000048056"	"2020-09-01"	"9781616060367-0428-0442"	"1.0000"	"0.0000"	"12"	"US - General"	""	"0.0000"	"free"	"75535"	""	"Modern Buddhism - (US 2nd ed.) FREE eBook EPUB format"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"4000051626"	"2020-09-01"	"5055278113544"	"1.0000"	"10.0000"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"75534"	""	"Meditations for Relaxation (2nd Ed) - MP3 AUDIO DOWNLOAD"	"complete"	"10.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"13000042125"	"2020-09-01"	"9781906665395"	"1.0000"	"10.9500"	"18"	"CA - General"	""	"0.0000"	"paypal_express"	"5728"	""	"How to Solve Our Human Problems - eBook Kindle format"	"complete"	"12.3700"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"13"
"25000041840"	"2020-09-01"	"9788417112639"	"1.0000"	"16000.0000"	"0"	""	"owsh1_santiago_gratis"	"0.0000"	"mercadopago_custom_bank_transfer"	""	""	"Cómo comprender la mente – En rústica"	"canceled"	"16000.0000"	"0.0000"	"0.0000"	""	""	"0.0000"	"Santiago"	""	"7500000"	"CL"	"25"
"20000043554"	"2020-09-01"	"9788585928643"	"1.0000"	"25.0000"	"42"	"BR - Geral"	"owsh1_impresso_l1"	"9.0000"	"mercadopago_custom"	"51448"	""	"Como Solucionar Nossos Problemas Humanos - Edição impressa"	"complete"	"34.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Santos"	""	"11045-540"	"BR"	"20"
"14000042193"	"2020-09-01"	"978-1-906665-76-0"	"1.0000"	"0.0000"	"32"	"AU - General"	""	"0.0000"	"free"	"75536"	""	"Modern Buddhism - FREE eBook PDF format"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"14"
"5000048057"	"2020-09-01"	"5055278113896"	"1.0000"	"4.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"73498"	""	"Essence of Good Fortune - KINDLE EBOOKLET DOWNLOAD"	"complete"	"14.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048057"	"2020-09-01"	"5055278112936"	"1.0000"	"9.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"73498"	""	"Prayers for Meditation and Essence of Good Fortune - AUDIO MP3 DOWNLOAD"	"complete"	"14.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"4000051627"	"2020-09-01"	"9781910368596"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75537"	""	"How to Transform Your Life - KINDLE EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051627"	"2020-09-01"	"9781906665722"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75537"	""	"Modern Buddhism - FREE KINDLE EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051628"	"2020-09-01"	"9781910368589"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75537"	""	"How to Transform Your Life - EPUB EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"4000051628"	"2020-09-01"	"9781906665685"	"1.0000"	"0.0000"	"1"	"UK - General"	""	"0.0000"	"free"	"75537"	""	"Modern Buddhism - FREE EPUB EBOOK DOWNLOAD"	"closed"	"0.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"5000048058"	"2020-09-01"	"9781913105020"	"1.0000"	"9.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"6399"	""	"The Mirror of Dharma with Additions - KINDLE EBOOK DOWNLOAD"	"complete"	"9.9900"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"10000041995"	"2020-09-01"	"9788417112110"	"1.0000"	"170.0000"	"25"	"MX - General"	""	"0.0000"	"paypal_express"	"32621"	""	"Nuevo ocho pasos hacia la felicidad - eBook formato Kindle"	"complete"	"170.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"10"
"14000042194"	"2020-09-01"	"9781910368466"	"1.0000"	"22.9500"	"0"	""	"tablerate_bestway"	"12.5000"	"paypal_express"	""	""	"Tantric Grounds and Paths - PAPERBACK "	"complete"	"63.4000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albany"	""	"6330"	"AU"	"14"
"14000042194"	"2020-09-01"	"9781910368039"	"1.0000"	"27.9500"	"0"	""	"tablerate_bestway"	"12.5000"	"paypal_express"	""	""	"Clear Light of Bliss (3rd Edition) - Paperback"	"complete"	"63.4000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Albany"	""	"6330"	"AU"	"14"
"4000051629"	"2020-09-01"	"9781910368367"	"1.0000"	"9.9500"	"1"	"UK - General"	"owsh1_car_s_eu"	"15.7000"	"stripe_payments"	"75538"	""	"The Oral Instructions of Mahamudra - English (2nd Ed) - PAPERBACK"	"complete"	"42.6000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Heemstede"	""	"2104 VP"	"NL"	"4"
"4000051629"	"2020-09-01"	"9781910368664"	"1.0000"	"16.9500"	"1"	"UK - General"	"owsh1_car_s_eu"	"15.7000"	"stripe_payments"	"75538"	""	"Essence of Vajrayana (2nd Ed) - PAPERBACK"	"complete"	"42.6000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Heemstede"	""	"2104 VP"	"NL"	"4"
"20000043555"	"2020-09-01"	"7898632432411"	"1.0000"	"14.0000"	"42"	"BR - Geral"	""	"0.0000"	"mercadopago_customticket"	"75539"	""	"Melodioso Tambor Vitorioso em Todas as Direções (Kangso) - E-book (Epub + Kindle)"	"complete"	"28.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"20"
"20000043555"	"2020-09-01"	"7898632430882"	"1.0000"	"14.0000"	"42"	"BR - Geral"	""	"0.0000"	"mercadopago_customticket"	"75539"	""	"Melodioso Tambor Vitorioso em Todas as Direções (Kangso) - MP3"	"complete"	"28.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"20"
"4000051630"	"2020-09-01"	"9781906665678"	"1.0000"	"9.9900"	"1"	"UK - General"	"owsh1_car_s"	"2.4500"	"stripe_payments"	"70739"	""	"Modern Buddhism (2nd edition) - PAPERBACK"	"complete"	"12.4400"	"0.0000"	""	"0.0000"	""	"0.0000"	"Sheffield"	""	"S11 9NS"	"GB"	"4"
"4000051631"	"2020-09-01"	"5055278103170"	"1.0000"	"8.5000"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"74990"	""	"Songs of Liberation - MP3 AUDIO DOWNLOAD"	"complete"	"8.5000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"14000042195"	"2020-09-01"	"9780948006630"	"1.0000"	"25.9500"	"0"	""	"tablerate_bestway"	"8.5000"	"paypal_express"	""	""	"Living Meaningfully, Dying Joyfully - Paperback"	"complete"	"34.4500"	"0.0000"	""	"0.0000"	""	"0.0000"	"ELSTERNWICK"	""	"3185"	"AU"	"14"
"14000042196"	"2020-09-01"	"9781910368886"	"1.0000"	"17.9500"	"32"	"AU - General"	""	"0.0000"	"paypal_express"	"75320"	""	"Living Meaningfully, Dying Joyfully - eBook EPUB format"	"complete"	"17.9500"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"14"
"14000042197"	"2020-09-01"	"9780948006630"	"1.0000"	"25.9500"	"32"	"AU - General"	"tablerate_bestway"	"12.5000"	"paypal_express"	"71646"	""	"Living Meaningfully, Dying Joyfully - Paperback"	"complete"	"64.4000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Melbourne"	""	"3161"	"AU"	"14"
"14000042197"	"2020-09-01"	"9781906665043"	"1.0000"	"25.9500"	"32"	"AU - General"	"tablerate_bestway"	"12.5000"	"paypal_express"	"71646"	""	"The New Heart of Wisdom - PAPERBACK"	"complete"	"64.4000"	"0.0000"	""	"0.0000"	""	"0.0000"	"Melbourne"	""	"3161"	"AU"	"14"
"4000051632"	"2020-09-01"	"9781910368329"	"1.0000"	"5.8300"	"1"	"UK - General"	""	"0.0000"	"stripe_payments"	"27162"	""	"Universal Compassion - EPUB EBOOK DOWNLOAD"	"complete"	"7.0000"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"4"
"5000048059"	"2020-09-01"	"9781910368893"	"1.0000"	"10.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"75540"	""	"Living Meaningfully, Dying Joyfully - eBook KINDLE format"	"complete"	"19.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"5000048059"	"2020-09-01"	"9781616060312"	"1.0000"	"8.9900"	"12"	"US - General"	""	"0.0000"	"paypal_express"	"75540"	""	"The New Meditation Handbook (2nd US ed.) - eBook Kindle format"	"complete"	"19.9800"	"0.0000"	""	"0.0000"	""	"0.0000"	""	""	""	""	"5"
"14000042198"	"2020-09-01"	"9780948006630"	"1.0000"	"25.9500"	"0"	""	"tablerate_bestway"	"8.5000"	"paypal_express"	""	""	"Living Meaningfully, Dying Joyfully - Paperback"	"complete"	"34.4500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Inglewood"	""	"3517"	"AU"	"14"
"14000042199"	"2020-09-01"	"9780948006630"	"1.0000"	"25.9500"	"32"	"AU - General"	"tablerate_bestway"	"8.5000"	"paypal_express"	"75541"	""	"Living Meaningfully, Dying Joyfully - Paperback"	"complete"	"34.4500"	"0.0000"	""	"0.0000"	""	"0.0000"	"Ballarat east"	""	"3350"	"AU"	"14"
"8000043968"	"2020-09-01"	"5055278111410"	"8.0000"	"2.0000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Práctica concisa de Amitayus para gozar de longevidad – Lámina"	"pending"	"759.4900"	"-286.7100"	""	""	""	"4.8000"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278101084"	"8.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Liberación del dolor – Sadhana (impresa)"	"pending"	"759.4900"	"-286.7100"	""	""	""	"10.0800"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5065000918507"	"5.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Una vida pura – Sadhana"	"pending"	"759.4900"	"-286.7100"	""	""	""	"6.3000"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278199913"	"5.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Meditación y recitación del Vajrasatva Solitario – Sadhana"	"pending"	"759.4900"	"-286.7100"	""	""	""	"6.3000"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278102166"	"8.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Gema del corazón – Sadhana (impresa)"	"pending"	"759.4900"	"-286.7100"	""	""	""	"10.0800"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278101077"	"5.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"El yoga de Buda Vajrapani – Sadhana"	"pending"	"759.4900"	"-286.7100"	""	""	""	"6.3000"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278105259"	"8.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"El modo de vida kadampa – Sadhana"	"pending"	"759.4900"	"-286.7100"	""	""	""	"10.0800"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278105495"	"5.0000"	"4.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Sadhana de Avalokiteshvara – Sadhana"	"pending"	"759.4900"	"-286.7100"	""	""	""	"6.3000"	"Granada"	"Granada"	"18002"	"ES"	"8"
"8000043968"	"2020-09-01"	"5055278110451"	"5.0000"	"2.2000"	"11"	"ES - Dharma Centers"	"owsh1_id_001_correos_"	"0.0000"	"purchaseorder"	"1162"	"380"	"Los siete Budas de la Medicina con deidades de larga vida – tarjeta grande A5"	"pending"	"759.4900"	"-286.7100"	""	""	""	"1.1000"	"Granada"	"Granada"	"18002"	"ES"	"8"
